omega,F=1.00,F=3.12,F=5.24,F=7.35,F=9.47,F=11.59,F=13.71,F=15.82,F=17.94,F=20.06,F=22.18,F=24.29,F=26.41,F=28.53,F=30.65,F=32.76,F=34.88,F=37.00
2.898547,0.125985,0.397942,0.688143,1.020597,1.475084,3.568352,3.730736,3.862681,3.978375,4.083395,4.181000,4.272640,4.359772,4.443068,4.523112,4.600345,4.675212,4.747865
2.899547,0.125893,0.397637,0.687569,1.019585,1.472704,3.568821,3.731331,3.863314,3.978983,4.084026,4.181583,4.273236,4.360340,4.443609,4.523584,4.600842,4.675683,4.748362
2.900547,0.125801,0.397339,0.686999,1.018586,1.470350,3.569446,3.732009,3.864022,3.979611,4.084663,4.182192,4.273890,4.360990,4.444169,4.524177,4.601384,4.676201,4.748946
2.901547,0.125710,0.397040,0.686434,1.017569,1.468006,3.569949,3.732598,3.864619,3.980279,4.085348,4.182832,4.274507,4.361530,4.444760,4.524693,4.601922,4.676703,4.749383
2.902547,0.125619,0.396740,0.685868,1.016560,1.465673,3.570499,3.733225,3.865274,3.980913,4.086021,4.183434,4.275124,4.362122,4.445331,4.525306,4.602489,4.677267,4.749861
2.903548,0.125528,0.396441,0.685303,1.015560,1.463360,3.571024,3.733777,3.865832,3.981582,4.086629,4.184091,4.275737,4.362742,4.445899,4.525854,4.603035,4.677779,4.750407
2.904548,0.125437,0.396133,0.684697,1.014559,1.461057,3.571579,3.734481,3.866571,3.981915,4.087249,4.184434,4.276257,4.363332,4.445860,4.526426,4.603532,4.678154,4.750915
2.905548,0.125346,0.395845,0.684175,1.013461,1.458552,3.571909,3.735086,3.867169,3.982862,4.087621,4.185307,4.276959,4.363184,4.447068,4.525966,4.604120,4.678665,4.750631
2.906548,0.125230,0.395503,0.683608,1.012545,1.456492,3.572516,3.735203,3.867139,3.983510,4.088550,4.185964,4.276578,4.364395,4.447345,4.527476,4.603288,4.679360,4.751710
2.907548,0.125161,0.395219,0.682852,1.011546,1.454084,3.573149,3.736355,3.868506,3.982166,4.087871,4.184235,4.277748,4.364976,4.446860,4.527855,4.604821,4.677561,4.752305
2.908549,0.125067,0.394945,0.682481,1.010212,1.451716,3.571790,3.735661,3.867993,3.984705,4.089260,4.187043,4.278613,4.362949,4.448792,4.526031,4.605452,4.679940,4.749328
2.909549,0.124957,0.394547,0.681878,1.009581,1.449744,3.574242,3.737363,3.869415,3.985125,4.090424,4.187553,4.277242,4.366274,4.448272,4.529201,4.604023,4.680767,4.753373
2.910549,0.124892,0.394356,0.681320,1.008561,1.447319,3.574669,3.738209,3.870426,3.985536,4.089680,4.187711,4.279978,4.366710,4.449741,4.529477,4.606794,4.680008,4.753770
2.911549,0.124800,0.394059,0.680805,1.007573,1.445308,3.575109,3.738094,3.870381,3.986714,4.091702,4.189058,4.280569,4.367121,4.450487,4.530051,4.607282,4.681925,4.753888
2.912549,0.124711,0.393753,0.680226,1.006618,1.443109,3.575828,3.739439,3.871684,3.987259,4.092322,4.189610,4.281028,4.368012,4.450504,4.530837,4.607731,4.682430,4.754874
2.913550,0.124621,0.393466,0.679686,1.005626,1.440903,3.576326,3.740048,3.872326,3.987990,4.092939,4.190267,4.281757,4.368596,4.451612,4.531330,4.608345,4.682936,4.755363
2.914550,0.124530,0.393168,0.679129,1.004650,1.438747,3.576855,3.740641,3.872963,3.988594,4.093551,4.190874,4.282342,4.369168,4.452135,4.531883,4.608882,4.683430,4.755845
2.915550,0.124440,0.392871,0.678575,1.003671,1.436584,3.577379,3.741249,3.873575,3.989245,4.094196,4.191523,4.282910,4.369720,4.452760,4.532420,4.609383,4.683983,4.756312
2.916550,0.124350,0.392577,0.678015,1.002701,1.434427,3.577942,3.741916,3.874218,3.989857,4.094813,4.192036,4.283530,4.370319,4.453243,4.533021,4.609882,4.684432,4.756837
2.917550,0.124260,0.392280,0.677457,1.001722,1.432289,3.578421,3.742497,3.874864,3.990528,4.095420,4.192729,4.284089,4.370883,4.453811,4.533524,4.610386,4.684863,4.757224
2.918550,0.124171,0.391988,0.676903,1.000745,1.430163,3.578940,3.743139,3.875469,3.991203,4.096055,4.193406,4.284733,4.371557,4.454457,4.534115,4.610948,4.685502,4.757883
2.919551,0.124081,0.391696,0.676358,0.999772,1.428053,3.579450,3.743756,3.876100,3.991673,4.096724,4.193814,4.285386,4.372159,4.454991,4.534689,4.611525,4.685907,4.758390
2.920551,0.123988,0.391403,0.675799,0.998821,1.425933,3.579987,3.744286,3.876787,3.992465,4.097246,4.194602,4.285986,4.372477,4.455441,4.535040,4.612077,4.686414,4.758532
2.921551,0.123900,0.391100,0.675242,0.997818,1.423839,3.580386,3.744875,3.877230,3.992944,4.097908,4.194967,4.286318,4.373189,4.456052,4.535645,4.612352,4.686875,4.759201
2.922551,0.123810,0.390816,0.674690,0.996883,1.421775,3.581062,3.745491,3.878017,3.993721,4.098515,4.195831,4.287113,4.373768,4.456518,4.536262,4.613046,4.687470,4.759606
2.923551,0.123724,0.390526,0.674150,0.995919,1.419726,3.581556,3.746243,3.878695,3.994295,4.099221,4.196274,4.287789,4.374529,4.457288,4.536926,4.613705,4.687949,4.760397
2.924552,0.123634,0.390233,0.673603,0.994970,1.417667,3.582141,3.746695,3.879337,3.995059,4.099912,4.197093,4.288440,4.374967,4.457901,4.537399,4.614259,4.688630,4.760606
2.925552,0.123545,0.389943,0.673058,0.994016,1.415622,3.582675,3.747395,3.879936,3.995723,4.100471,4.197765,4.288934,4.375692,4.458443,4.538061,4.614802,4.689091,4.761319
2.926552,0.123456,0.389653,0.672502,0.993050,1.413590,3.583115,3.748079,3.880529,3.996351,4.101167,4.198394,4.289652,4.376312,4.458898,4.538629,4.615357,4.689669,4.761884
2.927552,0.123367,0.389361,0.671953,0.992098,1.411561,3.583617,3.748727,3.881329,3.996950,4.101860,4.198992,4.290285,4.376879,4.459496,4.539171,4.615904,4.690211,4.762392
2.928552,0.123278,0.389067,0.671417,0.991151,1.409539,3.584189,3.749325,3.881929,3.997581,4.102442,4.199593,4.290850,4.377429,4.460192,4.539637,4.616385,4.690660,4.762853
2.929553,0.123190,0.388779,0.670877,0.990210,1.407536,3.584747,3.749965,3.882612,3.998225,4.103109,4.200238,4.291418,4.378003,4.460809,4.540221,4.616911,4.691255,4.763372
2.930553,0.123101,0.388487,0.670314,0.989263,1.405540,3.585123,3.750572,3.883260,3.998905,4.103732,4.200868,4.291957,4.378573,4.461375,4.540679,4.617375,4.691763,4.763858
2.931553,0.123011,0.388186,0.669789,0.988260,1.403554,3.585712,3.751194,3.883908,3.999581,4.104238,4.201454,4.292526,4.379275,4.461950,4.541416,4.617811,4.692130,4.764396
2.932553,0.122915,0.387895,0.669243,0.987360,1.401545,3.586178,3.751723,3.884304,4.000095,4.104622,4.201886,4.293293,4.379782,4.462483,4.541908,4.618561,4.692212,4.764751
2.933553,0.122832,0.387613,0.668651,0.986409,1.399424,3.586775,3.752046,3.884550,4.000304,4.105489,4.202280,4.293725,4.380030,4.462434,4.542139,4.618906,4.693058,4.764759
2.934553,0.122740,0.387305,0.668073,0.985403,1.397531,3.586966,3.752423,3.885392,4.000968,4.105913,4.202880,4.293866,4.380045,4.462693,4.541884,4.618919,4.693341,4.764919
2.935554,0.122643,0.386974,0.667545,0.984355,1.395563,3.587003,3.753048,3.885877,4.001523,4.106103,4.203285,4.293779,4.380723,4.463369,4.542583,4.618575,4.693304,4.765424
2.936554,0.122554,0.386721,0.667048,0.983531,1.393673,3.587764,3.753987,3.886691,4.002441,4.106705,4.204086,4.295288,4.381817,4.464487,4.543747,4.620156,4.693554,4.766411
2.937554,0.122477,0.386459,0.666518,0.982672,1.391742,3.588779,3.754716,3.887349,4.002911,4.107926,4.204618,4.296223,4.382370,4.464985,4.544343,4.621128,4.695016,4.766735
2.938554,0.122395,0.386176,0.665948,0.981755,1.389832,3.589407,3.755190,3.888234,4.003785,4.108821,4.205660,4.296730,4.382927,4.465364,4.544870,4.621561,4.695900,4.767500
2.939554,0.122307,0.385891,0.665469,0.980791,1.388016,3.589939,3.756040,3.889016,4.004755,4.109432,4.206497,4.297344,4.383850,4.466530,4.545643,4.622108,4.696406,4.768344
2.940555,0.122217,0.385600,0.664938,0.979905,1.386110,3.590351,3.756737,3.889694,4.005343,4.110094,4.207134,4.298116,4.384564,4.467122,4.546381,4.622821,4.696962,4.768957
2.941555,0.122133,0.385321,0.664402,0.978984,1.384216,3.590915,3.757339,3.890338,4.005970,4.110713,4.207632,4.298752,4.385146,4.467675,4.546912,4.623395,4.697454,4.769455
2.942555,0.122045,0.385035,0.663865,0.978052,1.382332,3.591455,3.757982,3.890954,4.006650,4.111397,4.208351,4.299407,4.385772,4.468236,4.547534,4.623994,4.698041,4.769895
2.943555,0.121955,0.384747,0.663334,0.977141,1.380462,3.591993,3.758592,3.891618,4.007186,4.112055,4.208849,4.300050,4.386373,4.468829,4.548069,4.624573,4.698593,4.770484
2.944555,0.121870,0.384454,0.662802,0.976224,1.378605,3.592457,3.758995,3.892222,4.007893,4.112619,4.209384,4.300548,4.386709,4.469459,4.548340,4.624985,4.699027,4.770812
2.945556,0.121784,0.384180,0.662269,0.975299,1.376746,3.592847,3.759819,3.892793,4.008619,4.113112,4.210185,4.301140,4.387509,4.470046,4.549196,4.625504,4.699371,4.771326
2.946556,0.121696,0.383896,0.661736,0.974385,1.374890,3.593508,3.760451,3.893384,4.009243,4.113959,4.210870,4.301863,4.388138,4.470599,4.549777,4.626178,4.700159,4.771855
2.947556,0.121608,0.383609,0.661186,0.973473,1.373002,3.593936,3.761006,3.894166,4.009824,4.114508,4.211458,4.302432,4.388653,4.470987,4.550236,4.626670,4.700576,4.772424
2.948556,0.121521,0.383326,0.660668,0.972547,1.371202,3.594432,3.761588,3.894711,4.010469,4.115130,4.211927,4.302870,4.389248,4.471713,4.550781,4.627005,4.701074,4.772859
2.949556,0.121433,0.383031,0.660131,0.971618,1.369360,3.594930,3.762187,3.895280,4.011024,4.115705,4.212636,4.303580,4.389735,4.472020,4.551272,4.627674,4.701482,4.773151
2.950557,0.121348,0.382765,0.659603,0.970744,1.367541,3.595440,3.762880,3.896072,4.011820,4.116445,4.213305,4.304281,4.390533,4.472888,4.552006,4.628315,4.702192,4.773984
2.951557,0.121263,0.382475,0.659088,0.969845,1.365765,3.596018,3.763563,3.896692,4.012285,4.117167,4.213890,4.304966,4.391173,4.473348,4.552637,4.628950,4.702820,4.774478
2.952557,0.121176,0.382193,0.658560,0.968941,1.363963,3.596517,3.764037,3.897335,4.013157,4.117809,4.214616,4.305580,4.391615,4.474102,4.552990,4.629495,4.703351,4.774938
2.953557,0.121088,0.381914,0.658033,0.968032,1.362160,3.597022,3.764756,3.897972,4.013738,4.118369,4.215242,4.306030,4.392302,4.474555,4.553697,4.629865,4.703788,4.775419
2.954557,0.121003,0.381631,0.657510,0.967122,1.360378,3.597531,3.765330,3.898628,4.014385,4.119037,4.215815,4.306784,4.392910,4.475210,4.554253,4.630554,4.704307,4.775985
2.955557,0.120916,0.381351,0.656981,0.966241,1.358603,3.598077,3.765984,3.899288,4.015085,4.119743,4.216547,4.307373,4.393511,4.475807,4.554834,4.631077,4.704949,4.776503
2.956558,0.120830,0.381071,0.656462,0.965341,1.356839,3.598572,3.766592,3.899932,4.015689,4.120340,4.217149,4.307999,4.394139,4.476406,4.555422,4.631642,4.705430,4.777028
2.957558,0.120744,0.380790,0.655942,0.964447,1.355076,3.599084,3.767242,3.900621,4.016332,4.121006,4.217790,4.308601,4.394745,4.477010,4.555981,4.632179,4.705976,4.777602
2.958558,0.120659,0.380511,0.655421,0.963557,1.353322,3.599583,3.767612,3.901256,4.017024,4.121636,4.218411,4.309239,4.395257,4.477591,4.556429,4.632748,4.706519,4.778109
2.959558,0.120571,0.380209,0.654880,0.962667,1.351498,3.600102,3.768484,3.901921,4.017688,4.122301,4.219069,4.309459,4.395971,4.478183,4.557148,4.632887,4.707061,4.778649
2.960558,0.120488,0.379952,0.654379,0.961635,1.349840,3.600040,3.768998,3.902579,4.018082,4.121994,4.219090,4.310498,4.396570,4.478558,4.557707,4.633879,4.706322,4.779174
2.961559,0.120381,0.379633,0.653853,0.960892,1.348062,3.601110,3.769273,3.902245,4.018994,4.123600,4.220338,4.310934,4.396217,4.479373,4.557345,4.634256,4.708139,4.778058
2.962559,0.120313,0.379368,0.653191,0.959896,1.346163,3.600321,3.770315,3.903875,4.017737,4.123466,4.219550,4.310462,4.397789,4.477323,4.558872,4.633374,4.707866,4.780219
2.963559,0.120222,0.379102,0.652823,0.958981,1.344659,3.601934,3.768836,3.903209,4.020160,4.124062,4.221190,4.312358,4.396420,4.480434,4.557185,4.635540,4.707843,4.778966
2.964559,0.120129,0.378752,0.652196,0.958241,1.342597,3.602426,3.771575,3.905026,4.020635,4.125529,4.222133,4.311494,4.398893,4.480657,4.559926,4.634495,4.709739,4.780943
2.965559,0.120060,0.378558,0.651783,0.957168,1.341244,3.602824,3.771974,3.905800,4.021306,4.125071,4.222185,4.313586,4.399558,4.481429,4.560521,4.636635,4.708822,4.781758
2.966560,0.119965,0.378267,0.651270,0.956480,1.339537,3.603597,3.772790,3.906178,4.022228,4.126800,4.223487,4.314200,4.399939,4.482276,4.560905,4.637178,4.710795,4.781692
2.967560,0.119890,0.378002,0.650732,0.955604,1.337845,3.603901,3.773404,3.907084,4.022646,4.127442,4.224013,4.314796,4.400768,4.482586,4.561671,4.637685,4.711307,4.782761
2.968560,0.119804,0.377724,0.650237,0.954727,1.336163,3.604575,3.773973,3.907712,4.023512,4.128073,4.224734,4.315401,4.401338,4.483440,4.562201,4.638234,4.711835,4.783277
2.969560,0.119719,0.377445,0.649723,0.953852,1.334467,3.605053,3.774604,3.908328,4.024132,4.128703,4.225354,4.316050,4.401932,4.483998,4.562786,4.638808,4.712357,4.783777
2.970560,0.119634,0.377169,0.649209,0.952979,1.332806,3.605545,3.775253,3.908981,4.024782,4.129348,4.226008,4.316629,4.402545,4.484579,4.563358,4.639334,4.712923,4.784222
2.971560,0.119550,0.376893,0.648694,0.952107,1.331129,3.606028,3.775784,3.909675,4.025417,4.129948,4.226575,4.317241,4.403201,4.485146,4.563979,4.639854,4.713334,4.784819
2.972561,0.119463,0.376616,0.648181,0.951233,1.329476,3.606476,3.776421,3.910216,4.026055,4.130586,4.227177,4.317827,4.403658,4.485710,4.564377,4.640406,4.713913,4.785271
2.973561,0.119381,0.376342,0.647659,0.950373,1.327823,3.606983,3.777049,3.910950,4.026714,4.131213,4.227907,4.318354,4.404392,4.486307,4.565109,4.640819,4.714494,4.785780
2.974561,0.119296,0.376069,0.647167,0.949508,1.326187,3.607469,3.777686,3.911613,4.027398,4.131846,4.228550,4.319155,4.405017,4.486940,4.565701,4.641612,4.714881,4.786335
2.975561,0.119209,0.375782,0.646654,0.948640,1.324525,3.607920,3.778289,3.912228,4.028030,4.132443,4.229145,4.319746,4.405580,4.487508,4.566219,4.642114,4.715530,4.786879
2.976561,0.119125,0.375514,0.646129,0.947769,1.322903,3.608449,3.778747,3.912808,4.028580,4.133122,4.229526,4.320186,4.406102,4.487965,4.566710,4.642521,4.716020,4.787213
2.977562,0.119042,0.375235,0.645625,0.946912,1.321248,3.608879,3.779453,3.913298,4.029115,4.133703,4.230291,4.320848,4.406500,4.488427,4.567076,4.643072,4.716300,4.787718
2.978562,0.118956,0.374968,0.645122,0.946059,1.319671,3.609414,3.780062,3.914079,4.030015,4.134368,4.231020,4.321513,4.407295,4.489318,4.567823,4.643641,4.717099,4.788370
2.979562,0.118874,0.374696,0.644608,0.945220,1.318050,3.609955,3.780735,3.914836,4.030614,4.135184,4.231676,4.322084,4.408027,4.489828,4.568546,4.644241,4.717711,4.788955
2.980562,0.118791,0.374425,0.644111,0.944365,1.316453,3.610425,3.781368,3.915469,4.031326,4.135675,4.232330,4.322791,4.408612,4.490497,4.569098,4.644839,4.717987,4.789427
2.981562,0.118704,0.374144,0.643613,0.943514,1.314831,3.610879,3.781850,3.916135,4.031851,4.136466,4.232991,4.323479,4.409249,4.490969,4.569702,4.645427,4.718712,4.789953
2.982563,0.118624,0.373870,0.643109,0.942657,1.313216,3.611451,3.782542,3.916744,4.032527,4.137124,4.233547,4.324117,4.409834,4.491517,4.570243,4.646046,4.719379,4.790575
2.983563,0.118540,0.373605,0.642596,0.941803,1.311657,3.611917,3.783222,3.917332,4.033276,4.137653,4.234140,4.324678,4.410383,4.492263,4.570752,4.646565,4.719875,4.791073
2.984563,0.118456,0.373332,0.642098,0.940955,1.310070,3.612370,3.783815,3.918017,4.033876,4.138389,4.234824,4.325297,4.410982,4.492794,4.571331,4.647076,4.720380,4.791583
2.985563,0.118373,0.373059,0.641598,0.940110,1.308487,3.612818,3.784407,3.918654,4.034597,4.139062,4.235435,4.325860,4.411556,4.493457,4.571865,4.647582,4.720972,4.792126
2.986563,0.118290,0.372786,0.641095,0.939270,1.306910,3.613353,3.784943,3.919328,4.035236,4.139437,4.236024,4.326581,4.412255,4.494037,4.572538,4.648234,4.721194,4.792635
2.987563,0.118205,0.372506,0.640588,0.938391,1.305313,3.613845,3.785679,3.919913,4.035821,4.140165,4.236529,4.327199,4.412716,4.494530,4.572963,4.648826,4.721968,4.792729
2.988564,0.118117,0.372240,0.640094,0.937518,1.303753,3.614222,3.786250,3.920405,4.036011,4.140714,4.236908,4.327677,4.413091,4.494475,4.573290,4.649308,4.722451,4.793047
2.989564,0.118033,0.371965,0.639564,0.936704,1.302181,3.614523,3.786660,3.920474,4.036581,4.141423,4.237735,4.328020,4.413207,4.495167,4.573338,4.649282,4.722992,4.793469
2.990564,0.117950,0.371687,0.639021,0.935842,1.300610,3.614529,3.786949,3.921209,4.037188,4.141821,4.238209,4.328063,4.413952,4.495693,4.574037,4.649102,4.722928,4.794109
2.991564,0.117862,0.371395,0.638465,0.934976,1.298997,3.614785,3.787085,3.921865,4.037831,4.142108,4.238619,4.328488,4.414517,4.496211,4.574572,4.649802,4.722793,4.794386
2.992564,0.117782,0.371125,0.638043,0.934175,1.297471,3.615700,3.788068,3.922901,4.038877,4.142830,4.239469,4.329870,4.415500,4.497222,4.575557,4.651163,4.723542,4.795163
2.993565,0.117700,0.370862,0.637580,0.933322,1.295954,3.616556,3.789183,3.923783,4.039527,4.143733,4.239940,4.330786,4.416306,4.497732,4.576348,4.651980,4.724969,4.795801
2.994565,0.117621,0.370625,0.637106,0.932510,1.294500,3.617149,3.789945,3.924323,4.040256,4.144676,4.240852,4.331555,4.416740,4.498441,4.576736,4.652678,4.725786,4.796407
2.995565,0.117542,0.370361,0.636605,0.931739,1.293006,3.617635,3.790590,3.925070,4.041000,4.145529,4.241877,4.332102,4.417481,4.499304,4.577454,4.653078,4.726391,4.797209
2.996565,0.117460,0.370095,0.636114,0.930916,1.291498,3.618135,3.791196,3.925819,4.041735,4.146137,4.242498,4.332814,4.418344,4.499976,4.578302,4.653768,4.726946,4.797835
2.997565,0.117377,0.369828,0.635618,0.930090,1.289976,3.618581,3.791814,3.926469,4.042374,4.146741,4.243150,4.333458,4.418947,4.500565,4.578872,4.654373,4.727492,4.798313
2.998566,0.117295,0.369557,0.635119,0.929257,1.288472,3.619041,3.792391,3.927058,4.043038,4.147391,4.243768,4.334043,4.419530,4.501083,4.579420,4.654901,4.727981,4.798884
2.999566,0.117211,0.369291,0.634631,0.928439,1.286950,3.619551,3.792963,3.927742,4.043687,4.148081,4.244436,4.334563,4.420174,4.501750,4.580035,4.655372,4.728484,4.799315
3.000566,0.117131,0.369013,0.634140,0.927607,1.285468,3.620005,3.793591,3.928384,4.044149,4.148777,4.245067,4.335337,4.420806,4.502187,4.580637,4.656057,4.729003,4.799942
3.001566,0.117050,0.368758,0.633638,0.926770,1.283988,3.620350,3.794263,3.928887,4.044997,4.149397,4.245567,4.335952,4.421340,4.502791,4.581136,4.656664,4.729676,4.800542
3.002566,0.116967,0.368491,0.633142,0.925976,1.282496,3.620944,3.794836,3.929650,4.045674,4.150023,4.246329,4.336536,4.421965,4.503515,4.581726,4.657148,4.730188,4.801041
3.003567,0.116886,0.368226,0.632662,0.925149,1.281015,3.621364,3.795439,3.930286,4.046289,4.150615,4.246949,4.337211,4.422565,4.504023,4.582295,4.657789,4.730727,4.801592
3.004567,0.116802,0.367947,0.632168,0.924339,1.279518,3.621856,3.796019,3.930821,4.046947,4.151168,4.247540,4.337670,4.423117,4.504699,4.582811,4.658114,4.731248,4.801944
3.005567,0.116717,0.367683,0.631668,0.923491,1.278016,3.622237,3.796567,3.931490,4.047482,4.151846,4.247989,4.338170,4.423654,4.505038,4.583304,4.658658,4.731596,4.802197
3.006567,0.116639,0.367425,0.631186,0.922684,1.276568,3.622695,3.797191,3.932198,4.048173,4.152579,4.248801,4.339048,4.424194,4.505651,4.583799,4.659324,4.732088,4.803037
3.007567,0.116559,0.367163,0.630710,0.921902,1.275125,3.623189,3.797896,3.932904,4.048913,4.153213,4.249483,4.339668,4.424930,4.506503,4.584533,4.659885,4.732921,4.803681
3.008567,0.116476,0.366901,0.630214,0.921095,1.273664,3.623739,3.798526,3.933578,4.049570,4.153893,4.250168,4.340132,4.425660,4.507127,4.585225,4.660433,4.733496,4.804177
3.009568,0.116395,0.366634,0.629729,0.920283,1.272221,3.624194,3.799054,3.934143,4.050204,4.154521,4.250784,4.340955,4.426286,4.507699,4.585825,4.661110,4.733798,4.804626
3.010568,0.116313,0.366368,0.629247,0.919456,1.270750,3.624581,3.799637,3.934795,4.050838,4.155166,4.251405,4.341435,4.426791,4.508159,4.586283,4.661615,4.734494,4.805182
3.011568,0.116234,0.366106,0.628764,0.918663,1.269332,1.889122,3.800310,3.935422,4.051464,4.155846,4.252021,4.342147,4.427504,4.508841,4.586985,4.662214,4.734973,4.805808
3.012568,0.116151,0.365843,0.628280,0.917864,1.267885,1.881961,3.800925,3.936096,4.052218,4.156525,4.252744,4.342803,4.428086,4.509442,4.587524,4.662779,4.735586,4.806287
3.013568,0.116072,0.365579,0.627796,0.917060,1.266460,1.875030,3.801530,3.936777,4.052821,4.157183,4.253342,4.343409,4.428641,4.510067,4.588058,4.663380,4.736187,4.806846
3.014569,0.115990,0.365318,0.627316,0.916256,1.265023,1.868329,3.802163,3.937421,4.053420,4.157848,4.254006,4.343888,4.429315,4.510671,4.588701,4.663602,4.736749,4.807369
3.015569,0.115910,0.365056,0.626833,0.915461,1.263593,1.861853,3.802733,3.937834,4.054181,4.158479,4.254669,4.344724,4.429928,4.511286,4.589284,4.664514,4.736906,4.807921
